week_ending,retailer,region,brand,sku,price,units,dollars,promo_flag,feature_display,stores_selling,on_promo,featured
2024-04-07,Kroger,South,Competitor A,Cheddar 6oz,5.49,25,137.25,0,0,605,No,No
2024-04-07,Kroger,South,Competitor A,Caramel 6oz,5.29,23,121.67,0,0,604,No,No
2024-04-07,Kroger,South,Competitor A,Mix 10oz,8.99,31,278.69,0,0,635,No,No
2024-04-07,Kroger,South,Competitor A,Caramel 10oz,6.72,36,241.92,1,0,615,Yes,No
2024-04-07,Kroger,South,Competitor A,Cheddar 10oz,8.79,30,263.7,0,0,592,No,No
2024-04-07,Kroger,South,Competitor A,Variety 12pk,15.19,31,470.89,1,1,635,Yes,Yes
2024-04-07,Kroger,South,Competitor B,Cheddar 6oz,5.49,12,65.88,0,0,342,No,No
2024-04-07,Kroger,South,Competitor B,Caramel 6oz,5.29,12,63.48,0,0,343,No,No
2024-04-07,Kroger,South,Competitor B,Mix 10oz,8.99,13,116.87,0,0,365,No,No
2024-04-07,Kroger,South,Competitor B,Caramel 10oz,8.49,11,93.39,0,0,323,No,No
2024-04-07,Kroger,South,Competitor B,Cheddar 10oz,8.79,11,96.69,0,0,313,No,No
2024-04-07,Kroger,South,Competitor B,Variety 12pk,18.99,8,151.92,0,0,350,No,No
2024-04-07,Kroger,West,Garrett,Cheddar 6oz,4.98,15,74.7,1,0,274,Yes,No
2024-04-07,Kroger,West,Garrett,Caramel 6oz,5.29,12,63.48,0,1,279,No,Yes
2024-04-07,Kroger,West,Garrett,Mix 10oz,7.13,15,106.95,1,0,285,Yes,No
2024-04-07,Kroger,West,Garrett,Caramel 10oz,8.49,10,84.9,0,0,287,No,No
2024-04-07,Kroger,West,Garrett,Cheddar 10oz,8.79,11,96.69,0,0,277,No,No
2024-04-07,Kroger,West,Garrett,Variety 12pk,18.99,5,94.95,0,0,272,No,No
2024-04-07,Kroger,West,Competitor A,Cheddar 6oz,4.97,41,203.77,1,0,621,Yes,No
2024-04-07,Kroger,West,Competitor A,Caramel 6oz,5.29,25,132.25,0,0,604,No,No
2024-04-07,Kroger,West,Competitor A,Mix 10oz,8.06,41,330.46,1,1,611,Yes,Yes
2024-04-07,Kroger,West,Competitor A,Caramel 10oz,8.49,25,212.25,0,0,601,No,No
2024-04-07,Kroger,West,Competitor A,Cheddar 10oz,8.79,25,219.75,0,0,634,No,No
2024-04-07,Kroger,West,Competitor A,Variety 12pk,16.59,28,464.52,1,1,604,Yes,Yes
2024-04-07,Kroger,West,Competitor B,Cheddar 6oz,5.49,15,82.35,0,0,355,No,No
2024-04-07,Kroger,West,Competitor B,Caramel 6oz,5.29,14,74.06,0,0,363,No,No
2024-04-07,Kroger,West,Competitor B,Mix 10oz,8.99,17,152.83,0,0,340,No,No
2024-04-07,Kroger,West,Competitor B,Caramel 10oz,8.49,11,93.39,0,0,326,No,No
2024-04-07,Kroger,West,Competitor B,Cheddar 10oz,8.79,12,105.48,0,0,330,No,No
2024-04-07,Kroger,West,Competitor B,Variety 12pk,18.99,11,208.89,0,1,334,No,Yes
2024-04-07,Walgreens,Midwest,Garrett,Cheddar 6oz,5.49,7,38.43,0,0,206,No,No
2024-04-07,Walgreens,Midwest,Garrett,Caramel 6oz,4.44,11,48.84,1,0,207,Yes,No
2024-04-07,Walgreens,Midwest,Garrett,Mix 10oz,8.99,9,80.91,0,0,216,No,No
2024-04-07,Walgreens,Midwest,Garrett,Caramel 10oz,7.5,8,60.0,1,0,218,Yes,No
2024-04-07,Walgreens,Midwest,Garrett,Cheddar 10oz,7.7,6,46.2,1,0,201,Yes,No
2024-04-07,Walgreens,Midwest,Garrett,Variety 12pk,18.99,6,113.94,0,0,208,No,No
2024-04-07,Walgreens,Midwest,Competitor A,Cheddar 6oz,5.49,17,93.33,0,0,419,No,No
2024-04-07,Walgreens,Midwest,Competitor A,Caramel 6oz,5.29,17,89.93,0,0,421,No,No
2024-04-07,Walgreens,Midwest,Competitor A,Mix 10oz,7.81,22,171.82,1,0,403,Yes,No
2024-04-07,Walgreens,Midwest,Competitor A,Caramel 10oz,8.49,15,127.35,0,0,420,No,No
2024-04-07,Walgreens,Midwest,Competitor A,Cheddar 10oz,8.79,22,193.38,0,1,396,No,Yes
2024-04-07,Walgreens,Midwest,Competitor A,Variety 12pk,18.99,10,189.9,0,0,415,No,No
2024-04-07,Walgreens,Midwest,Competitor B,Cheddar 6oz,5.49,10,54.9,0,0,258,No,No
2024-04-07,Walgreens,Midwest,Competitor B,Caramel 6oz,5.29,8,42.32,0,0,257,No,No
2024-04-07,Walgreens,Midwest,Competitor B,Mix 10oz,8.99,9,80.91,0,0,270,No,No
2024-04-07,Walgreens,Midwest,Competitor B,Caramel 10oz,8.49,7,59.43,0,0,255,No,No
2024-04-07,Walgreens,Midwest,Competitor B,Cheddar 10oz,8.79,8,70.32,0,0,259,No,No
2024-04-07,Walgreens,Midwest,Competitor B,Variety 12pk,15.26,6,91.56,1,0,262,Yes,No
2024-04-07,Walgreens,Northeast,Garrett,Cheddar 6oz,4.81,8,38.48,1,0,205,Yes,No
2024-04-07,Walgreens,Northeast,Garrett,Caramel 6oz,4.15,11,45.65,1,0,213,Yes,No
2024-04-07,Walgreens,Northeast,Garrett,Mix 10oz,8.99,7,62.93,0,0,204,No,No
2024-04-07,Walgreens,Northeast,Garrett,Caramel 10oz,8.49,6,50.94,0,0,210,No,No
2024-04-07,Walgreens,Northeast,Garrett,Cheddar 10oz,8.79,6,52.74,0,0,214,No,No
2024-04-07,Walgreens,Northeast,Garrett,Variety 12pk,15.59,8,124.72,1,0,206,Yes,No
2024-04-07,Walgreens,Northeast,Competitor A,Cheddar 6oz,5.49,20,109.8,0,1,433,No,Yes
2024-04-07,Walgreens,Northeast,Competitor A,Caramel 6oz,5.29,12,63.48,0,0,409,No,No
2024-04-07,Walgreens,Northeast,Competitor A,Mix 10oz,8.99,13,116.87,0,0,419,No,No
2024-04-07,Walgreens,Northeast,Competitor A,Caramel 10oz,8.49,14,118.86,0,0,429,No,No
2024-04-07,Walgreens,Northeast,Competitor A,Cheddar 10oz,8.79,14,123.06,0,1,410,No,Yes
2024-04-07,Walgreens,Northeast,Competitor A,Variety 12pk,18.99,10,189.9,0,0,433,No,No
2024-04-07,Walgreens,Northeast,Competitor B,Cheddar 6oz,4.2,10,42.0,1,0,260,Yes,No
2024-04-07,Walgreens,Northeast,Competitor B,Caramel 6oz,5.29,7,37.03,0,0,258,No,No
2024-04-07,Walgreens,Northeast,Competitor B,Mix 10oz,8.99,8,71.92,0,0,274,No,No
2024-04-07,Walgreens,Northeast,Competitor B,Caramel 10oz,8.49,7,59.43,0,0,271,No,No
2024-04-07,Walgreens,Northeast,Competitor B,Cheddar 10oz,8.79,7,61.53,0,0,271,No,No
2024-04-07,Walgreens,Northeast,Competitor B,Variety 12pk,15.21,8,121.68,1,0,266,Yes,No
2024-04-07,Walgreens,South,Garrett,Cheddar 6oz,5.49,7,38.43,0,0,217,No,No
2024-04-07,Walgreens,South,Garrett,Caramel 6oz,4.31,7,30.17,1,0,201,Yes,No
2024-04-07,Walgreens,South,Garrett,Mix 10oz,8.99,7,62.93,0,0,220,No,No
2024-04-07,Walgreens,South,Garrett,Caramel 10oz,8.49,6,50.94,0,0,204,No,No
2024-04-07,Walgreens,South,Garrett,Cheddar 10oz,8.79,5,43.95,0,0,209,No,No
2024-04-07,Walgreens,South,Garrett,Variety 12pk,14.8,4,59.2,1,0,202,Yes,No
2024-04-07,Walgreens,South,Competitor A,Cheddar 6oz,5.49,14,76.86,0,0,433,No,No
2024-04-07,Walgreens,South,Competitor A,Caramel 6oz,5.29,15,79.35,0,0,434,No,No
2024-04-07,Walgreens,South,Competitor A,Mix 10oz,6.88,22,151.36,1,0,409,Yes,No
2024-04-07,Walgreens,South,Competitor A,Caramel 10oz,8.49,13,110.37,0,0,424,No,No
2024-04-07,Walgreens,South,Competitor A,Cheddar 10oz,8.79,16,140.64,0,0,432,No,No
2024-04-07,Walgreens,South,Competitor A,Variety 12pk,18.99,8,151.92,0,0,415,No,No
2024-04-07,Walgreens,South,Competitor B,Cheddar 6oz,5.49,8,43.92,0,0,260,No,No
2024-04-07,Walgreens,South,Competitor B,Caramel 6oz,4.42,10,44.2,1,0,263,Yes,No
2024-04-07,Walgreens,South,Competitor B,Mix 10oz,8.99,7,62.93,0,1,271,No,Yes
2024-04-07,Walgreens,South,Competitor B,Caramel 10oz,8.49,7,59.43,0,0,257,No,No
2024-04-07,Walgreens,South,Competitor B,Cheddar 10oz,7.43,10,74.3,1,0,260,Yes,No
2024-04-07,Walgreens,South,Competitor B,Variety 12pk,18.99,4,75.96,0,0,261,No,No
2024-04-07,Walgreens,West,Garrett,Cheddar 6oz,5.49,7,38.43,0,0,218,No,No
2024-04-07,Walgreens,West,Garrett,Caramel 6oz,5.29,5,26.45,0,1,212,No,Yes
2024-04-07,Walgreens,West,Garrett,Mix 10oz,8.99,7,62.93,0,0,223,No,No
2024-04-07,Walgreens,West,Garrett,Caramel 10oz,8.49,5,42.45,0,0,216,No,No
2024-04-07,Walgreens,West,Garrett,Cheddar 10oz,6.97,8,55.76,1,0,218,Yes,No
2024-04-07,Walgreens,West,Garrett,Variety 12pk,16.62,5,83.1,1,0,202,Yes,No
2024-04-07,Walgreens,West,Competitor A,Cheddar 6oz,5.49,13,71.37,0,0,419,No,No
2024-04-07,Walgreens,West,Competitor A,Caramel 6oz,5.29,14,74.06,0,0,424,No,No
2024-04-07,Walgreens,West,Competitor A,Mix 10oz,8.99,18,161.82,0,0,407,No,No
2024-04-07,Walgreens,West,Competitor A,Caramel 10oz,6.59,18,118.62,1,0,427,Yes,No
2024-04-07,Walgreens,West,Competitor A,Cheddar 10oz,8.79,14,123.06,0,0,430,No,No
2024-04-07,Walgreens,West,Competitor A,Variety 12pk,16.28,10,162.8,1,0,402,Yes,No
2024-04-07,Walgreens,West,Competitor B,Cheddar 6oz,5.49,8,43.92,0,0,246,No,No
2024-04-07,Walgreens,West,Competitor B,Caramel 6oz,5.29,7,37.03,0,0,277,No,No
2024-04-07,Walgreens,West,Competitor B,Mix 10oz,8.2,11,90.2,1,0,251,Yes,No
2024-04-07,Walgreens,West,Competitor B,Caramel 10oz,8.49,4,33.96,0,0,259,No,No
2024-04-07,Walgreens,West,Competitor B,Cheddar 10oz,8.79,6,52.74,0,0,248,No,No
2024-04-07,Walgreens,West,Competitor B,Variety 12pk,18.99,5,94.95,0,0,273,No,No
2024-04-07,Costco,Midwest,Garrett,Cheddar 6oz,5.49,9,49.41,0,0,125,No,No
2024-04-07,Costco,Midwest,Garrett,Caramel 6oz,5.29,5,26.45,0,0,121,No,No
2024-04-07,Costco,Midwest,Garrett,Mix 10oz,8.99,10,89.9,0,0,121,No,No
2024-04-07,Costco,Midwest,Garrett,Caramel 10oz,7.34,7,51.38,1,0,118,Yes,No
2024-04-07,Costco,Midwest,Garrett,Cheddar 10oz,8.79,6,52.74,0,0,118,No,No
2024-04-07,Costco,Midwest,Garrett,Variety 12pk,18.99,3,56.97,0,0,118,No,No
2024-04-07,Costco,Midwest,Competitor A,Cheddar 6oz,5.49,15,82.35,0,0,208,No,No
2024-04-07,Costco,Midwest,Competitor A,Caramel 6oz,5.29,18,95.22,0,1,211,No,Yes
2024-04-07,Costco,Midwest,Competitor A,Mix 10oz,8.99,21,188.79,0,0,212,No,No
2024-04-07,Costco,Midwest,Competitor A,Caramel 10oz,6.54,16,104.64,1,0,210,Yes,No
2024-04-07,Costco,Midwest,Competitor A,Cheddar 10oz,8.79,13,114.27,0,0,197,No,No
2024-04-07,Costco,Midwest,Competitor A,Variety 12pk,18.99,11,208.89,0,0,208,No,No
2024-04-07,Costco,Midwest,Competitor B,Cheddar 6oz,5.49,7,38.43,0,0,156,No,No
2024-04-07,Costco,Midwest,Competitor B,Caramel 6oz,4.66,11,51.26,1,0,157,Yes,No
2024-04-07,Costco,Midwest,Competitor B,Mix 10oz,8.99,9,80.91,0,0,158,No,No
2024-04-07,Costco,Midwest,Competitor B,Caramel 10oz,8.49,7,59.43,0,0,160,No,No
2024-04-07,Costco,Midwest,Competitor B,Cheddar 10oz,8.79,8,70.32,0,0,167,No,No
2024-04-07,Costco,Midwest,Competitor B,Variety 12pk,18.99,5,94.95,0,0,153,No,No
2024-04-07,Costco,Northeast,Garrett,Cheddar 6oz,5.49,6,32.94,0,0,119,No,No
2024-04-07,Costco,Northeast,Garrett,Caramel 6oz,5.29,6,31.74,0,0,116,No,No
2024-04-07,Costco,Northeast,Garrett,Mix 10oz,6.8,9,61.2,1,0,120,Yes,No
2024-04-07,Costco,Northeast,Garrett,Caramel 10oz,8.49,4,33.96,0,0,117,No,No
2024-04-07,Costco,Northeast,Garrett,Cheddar 10oz,8.79,7,61.53,0,0,125,No,No
2024-04-07,Costco,Northeast,Garrett,Variety 12pk,18.99,4,75.96,0,0,118,No,No
2024-04-07,Costco,Northeast,Competitor A,Cheddar 6oz,5.49,11,60.39,0,0,219,No,No
2024-04-07,Costco,Northeast,Competitor A,Caramel 6oz,5.29,14,74.06,0,0,216,No,No
2024-04-07,Costco,Northeast,Competitor A,Mix 10oz,8.99,16,143.84,0,0,204,No,No
2024-04-07,Costco,Northeast,Competitor A,Caramel 10oz,8.49,11,93.39,0,0,210,No,No
2024-04-07,Costco,Northeast,Competitor A,Cheddar 10oz,8.79,12,105.48,0,0,207,No,No
2024-04-07,Costco,Northeast,Competitor A,Variety 12pk,18.99,6,113.94,0,0,224,No,No
2024-04-07,Costco,Northeast,Competitor B,Cheddar 6oz,5.49,7,38.43,0,0,164,No,No
2024-04-07,Costco,Northeast,Competitor B,Caramel 6oz,5.29,8,42.32,0,0,170,No,No
2024-04-07,Costco,Northeast,Competitor B,Mix 10oz,8.99,8,71.92,0,0,163,No,No
2024-04-07,Costco,Northeast,Competitor B,Caramel 10oz,8.49,6,50.94,0,0,168,No,No
2024-04-07,Costco,Northeast,Competitor B,Cheddar 10oz,8.79,7,61.53,0,1,164,No,Yes
2024-04-07,Costco,Northeast,Competitor B,Variety 12pk,18.99,4,75.96,0,0,158,No,No
2024-04-07,Costco,South,Garrett,Cheddar 6oz,5.49,5,27.45,0,0,125,No,No
2024-04-07,Costco,South,Garrett,Caramel 6oz,5.29,6,31.74,0,0,122,No,No
2024-04-07,Costco,South,Garrett,Mix 10oz,8.99,8,71.92,0,1,118,No,Yes
2024-04-07,Costco,South,Garrett,Caramel 10oz,8.49,5,42.45,0,0,116,No,No
2024-04-07,Costco,South,Garrett,Cheddar 10oz,8.79,4,35.16,0,0,118,No,No
2024-04-07,Costco,South,Garrett,Variety 12pk,18.99,2,37.98,0,0,120,No,No
2024-04-07,Costco,South,Competitor A,Cheddar 6oz,5.49,11,60.39,0,0,203,No,No
2024-04-07,Costco,South,Competitor A,Caramel 6oz,5.29,10,52.9,0,0,215,No,No
2024-04-07,Costco,South,Competitor A,Mix 10oz,6.86,15,102.9,1,0,207,Yes,No
2024-04-07,Costco,South,Competitor A,Caramel 10oz,8.49,13,110.37,0,0,216,No,No
2024-04-07,Costco,South,Competitor A,Cheddar 10oz,8.79,11,96.69,0,0,213,No,No
2024-04-07,Costco,South,Competitor A,Variety 12pk,16.77,9,150.93,1,0,207,Yes,No
2024-04-07,Costco,South,Competitor B,Cheddar 6oz,5.49,8,43.92,0,0,159,No,No
2024-04-07,Costco,South,Competitor B,Caramel 6oz,5.29,8,42.32,0,0,160,No,No
2024-04-07,Costco,South,Competitor B,Mix 10oz,8.99,8,71.92,0,0,160,No,No
2024-04-07,Costco,South,Competitor B,Caramel 10oz,6.78,8,54.24,1,0,163,Yes,No
2024-04-07,Costco,South,Competitor B,Cheddar 10oz,8.79,6,52.74,0,0,162,No,No
2024-04-07,Costco,South,Competitor B,Variety 12pk,18.99,4,75.96,0,0,155,No,No
2024-04-07,Costco,West,Garrett,Cheddar 6oz,5.49,6,32.94,0,0,120,No,No
2024-04-07,Costco,West,Garrett,Caramel 6oz,5.29,6,31.74,0,0,122,No,No
2024-04-07,Costco,West,Garrett,Mix 10oz,8.99,7,62.93,0,1,119,No,Yes
2024-04-07,Costco,West,Garrett,Caramel 10oz,8.49,5,42.45,0,0,126,No,No
2024-04-07,Costco,West,Garrett,Cheddar 10oz,8.79,7,61.53,0,0,125,No,No
2024-04-07,Costco,West,Garrett,Variety 12pk,18.99,4,75.96,0,0,119,No,No
2024-04-07,Costco,West,Competitor A,Cheddar 6oz,5.49,12,65.88,0,0,212,No,No
2024-04-07,Costco,West,Competitor A,Caramel 6oz,5.29,12,63.48,0,0,210,No,No
2024-04-07,Costco,West,Competitor A,Mix 10oz,8.99,13,116.87,0,0,206,No,No
2024-04-07,Costco,West,Competitor A,Caramel 10oz,8.49,8,67.92,0,0,211,No,No
2024-04-07,Costco,West,Competitor A,Cheddar 10oz,8.79,11,96.69,0,0,196,No,No
2024-04-07,Costco,West,Competitor A,Variety 12pk,18.99,6,113.94,0,0,203,No,No
2024-04-07,Costco,West,Competitor B,Cheddar 6oz,5.49,9,49.41,0,0,161,No,No
2024-04-07,Costco,West,Competitor B,Caramel 6oz,5.29,9,47.61,0,1,161,No,Yes
2024-04-07,Costco,West,Competitor B,Mix 10oz,8.99,9,80.91,0,0,162,No,No
2024-04-07,Costco,West,Competitor B,Caramel 10oz,8.49,7,59.43,0,0,161,No,No
2024-04-07,Costco,West,Competitor B,Cheddar 10oz,8.79,6,52.74,0,0,163,No,No
2024-04-07,Costco,West,Competitor B,Variety 12pk,18.99,7,132.93,0,1,167,No,Yes
2024-04-07,Meijer,Midwest,Garrett,Cheddar 6oz,4.89,10,48.9,1,0,158,Yes,No
2024-04-07,Meijer,Midwest,Garrett,Caramel 6oz,5.29,5,26.45,0,0,155,No,No
2024-04-07,Meijer,Midwest,Garrett,Mix 10oz,8.99,10,89.9,0,1,159,No,Yes
2024-04-07,Meijer,Midwest,Garrett,Caramel 10oz,8.49,7,59.43,0,0,159,No,No
2024-04-07,Meijer,Midwest,Garrett,Cheddar 10oz,8.79,7,61.53,0,0,163,No,No
2024-04-07,Meijer,Midwest,Garrett,Variety 12pk,15.32,7,107.24,1,0,158,Yes,No
2024-04-07,Meijer,Midwest,Competitor A,Cheddar 6oz,4.79,22,105.38,1,0,297,Yes,No
2024-04-07,Meijer,Midwest,Competitor A,Caramel 6oz,5.29,13,68.77,0,0,309,No,No
2024-04-07,Meijer,Midwest,Competitor A,Mix 10oz,8.99,17,152.83,0,0,285,No,No
2024-04-07,Meijer,Midwest,Competitor A,Caramel 10oz,8.49,12,101.88,0,0,314,No,No
2024-04-07,Meijer,Midwest,Competitor A,Cheddar 10oz,8.79,17,149.43,0,1,293,No,Yes
2024-04-07,Meijer,Midwest,Competitor A,Variety 12pk,18.99,9,170.91,0,0,300,No,No
2024-04-07,Meijer,Midwest,Competitor B,Cheddar 6oz,5.49,9,49.41,0,0,205,No,No
2024-04-07,Meijer,Midwest,Competitor B,Caramel 6oz,5.29,7,37.03,0,0,215,No,No
2024-04-07,Meijer,Midwest,Competitor B,Mix 10oz,8.99,9,80.91,0,0,205,No,No
2024-04-07,Meijer,Midwest,Competitor B,Caramel 10oz,8.49,7,59.43,0,0,205,No,No
2024-04-07,Meijer,Midwest,Competitor B,Cheddar 10oz,8.79,7,61.53,0,0,216,No,No
2024-04-07,Meijer,Midwest,Competitor B,Variety 12pk,18.99,8,151.92,0,0,208,No,No
2024-04-07,Meijer,Northeast,Garrett,Cheddar 6oz,4.54,8,36.32,1,1,164,Yes,Yes
2024-04-07,Meijer,Northeast,Garrett,Caramel 6oz,5.29,8,42.32,0,0,161,No,No
2024-04-07,Meijer,Northeast,Garrett,Mix 10oz,7.42,9,66.78,1,0,166,Yes,No
2024-04-07,Meijer,Northeast,Garrett,Caramel 10oz,8.49,6,50.94,0,0,170,No,No
2024-04-07,Meijer,Northeast,Garrett,Cheddar 10oz,8.79,6,52.74,0,0,160,No,No
2024-04-07,Meijer,Northeast,Garrett,Variety 12pk,18.99,5,94.95,0,0,163,No,No
2024-04-07,Meijer,Northeast,Competitor A,Cheddar 6oz,5.04,22,110.88,1,1,307,Yes,Yes
2024-04-07,Meijer,Northeast,Competitor A,Caramel 6oz,5.29,15,79.35,0,0,304,No,No
2024-04-07,Meijer,Northeast,Competitor A,Mix 10oz,8.99,14,125.86,0,0,314,No,No
2024-04-07,Meijer,Northeast,Competitor A,Caramel 10oz,8.49,10,84.9,0,0,294,No,No
2024-04-07,Meijer,Northeast,Competitor A,Cheddar 10oz,7.22,17,122.74,1,0,294,Yes,No
2024-04-07,Meijer,Northeast,Competitor A,Variety 12pk,14.68,13,190.84,1,0,286,Yes,No
2024-04-07,Meijer,Northeast,Competitor B,Cheddar 6oz,5.49,8,43.92,0,0,211,No,No
2024-04-07,Meijer,Northeast,Competitor B,Caramel 6oz,5.29,6,31.74,0,0,204,No,No
2024-04-07,Meijer,Northeast,Competitor B,Mix 10oz,8.99,9,80.91,0,0,219,No,No
2024-04-07,Meijer,Northeast,Competitor B,Caramel 10oz,8.49,6,50.94,0,0,214,No,No
2024-04-07,Meijer,Northeast,Competitor B,Cheddar 10oz,8.79,9,79.11,0,1,212,No,Yes
2024-04-07,Meijer,Northeast,Competitor B,Variety 12pk,18.99,4,75.96,0,0,201,No,No
2024-04-07,Meijer,South,Garrett,Cheddar 6oz,4.41,8,35.28,1,0,158,Yes,No
2024-04-07,Meijer,South,Garrett,Caramel 6oz,5.29,4,21.16,0,0,156,No,No
2024-04-07,Meijer,South,Garrett,Mix 10oz,8.99,7,62.93,0,0,159,No,No
2024-04-07,Meijer,South,Garrett,Caramel 10oz,7.01,7,49.07,1,0,162,Yes,No
2024-04-07,Meijer,South,Garrett,Cheddar 10oz,8.79,7,61.53,0,0,160,No,No
2024-04-07,Meijer,South,Garrett,Variety 12pk,18.99,4,75.96,0,0,160,No,No
2024-04-07,Meijer,South,Competitor A,Cheddar 6oz,5.49,12,65.88,0,1,298,No,Yes
2024-04-07,Meijer,South,Competitor A,Caramel 6oz,5.29,11,58.19,0,0,290,No,No
2024-04-07,Meijer,South,Competitor A,Mix 10oz,8.99,14,125.86,0,0,313,No,No
2024-04-07,Meijer,South,Competitor A,Caramel 10oz,8.49,9,76.41,0,0,279,No,No
2024-04-07,Meijer,South,Competitor A,Cheddar 10oz,8.79,13,114.27,0,1,299,No,Yes
2024-04-07,Meijer,South,Competitor A,Variety 12pk,15.41,9,138.69,1,0,300,Yes,No
2024-04-07,Meijer,South,Competitor B,Cheddar 6oz,5.49,5,27.45,0,0,212,No,No
2024-04-07,Meijer,South,Competitor B,Caramel 6oz,5.29,5,26.45,0,0,199,No,No
2024-04-07,Meijer,South,Competitor B,Mix 10oz,7.04,9,63.36,1,0,218,Yes,No
2024-04-07,Meijer,South,Competitor B,Caramel 10oz,6.64,7,46.48,1,0,209,Yes,No
2024-04-07,Meijer,South,Competitor B,Cheddar 10oz,8.79,5,43.95,0,0,199,No,No
2024-04-07,Meijer,South,Competitor B,Variety 12pk,18.99,4,75.96,0,0,216,No,No
2024-04-07,Meijer,West,Garrett,Cheddar 6oz,5.49,8,43.92,0,0,164,No,No
2024-04-07,Meijer,West,Garrett,Caramel 6oz,4.16,7,29.12,1,0,163,Yes,No
2024-04-07,Meijer,West,Garrett,Mix 10oz,8.99,5,44.95,0,0,153,No,No
2024-04-07,Meijer,West,Garrett,Caramel 10oz,8.49,6,50.94,0,0,162,No,No
2024-04-07,Meijer,West,Garrett,Cheddar 10oz,7.41,6,44.46,1,0,153,Yes,No
2024-04-07,Meijer,West,Garrett,Variety 12pk,18.99,4,75.96,0,1,152,No,Yes
2024-04-07,Meijer,West,Competitor A,Cheddar 6oz,5.49,12,65.88,0,0,311,No,No
2024-04-07,Meijer,West,Competitor A,Caramel 6oz,5.29,15,79.35,0,1,291,No,Yes
2024-04-07,Meijer,West,Competitor A,Mix 10oz,8.99,11,98.89,0,0,291,No,No
2024-04-07,Meijer,West,Competitor A,Caramel 10oz,8.49,11,93.39,0,0,296,No,No
2024-04-07,Meijer,West,Competitor A,Cheddar 10oz,7.34,13,95.42,1,0,287,Yes,No
2024-04-07,Meijer,West,Competitor A,Variety 12pk,18.99,9,170.91,0,1,300,No,Yes
2024-04-07,Meijer,West,Competitor B,Cheddar 6oz,5.49,9,49.41,0,0,208,No,No
2024-04-07,Meijer,West,Competitor B,Caramel 6oz,4.36,8,34.88,1,0,207,Yes,No
2024-04-07,Meijer,West,Competitor B,Mix 10oz,8.99,8,71.92,0,0,208,No,No
2024-04-07,Meijer,West,Competitor B,Caramel 10oz,7.06,7,49.42,1,0,205,Yes,No
2024-04-07,Meijer,West,Competitor B,Cheddar 10oz,8.79,5,43.95,0,0,198,No,No
2024-04-07,Meijer,West,Competitor B,Variety 12pk,18.99,3,56.97,0,0,220,No,No
2024-04-14,Walmart,Midwest,Garrett,Cheddar 6oz,4.38,34,148.92,1,0,358,Yes,No
2024-04-14,Walmart,Midwest,Garrett,Caramel 6oz,5.29,20,105.8,0,0,341,No,No
2024-04-14,Walmart,Midwest,Garrett,Mix 10oz,8.99,26,233.74,0,0,352,No,No
2024-04-14,Walmart,Midwest,Garrett,Caramel 10oz,8.49,20,169.8,0,0,352,No,No
2024-04-14,Walmart,Midwest,Garrett,Cheddar 10oz,7.69,25,192.25,1,0,340,Yes,No
2024-04-14,Walmart,Midwest,Garrett,Variety 12pk,18.99,10,189.9,0,0,356,No,No
2024-04-14,Walmart,Midwest,Competitor A,Cheddar 6oz,5.49,56,307.44,0,0,706,No,No
2024-04-14,Walmart,Midwest,Competitor A,Caramel 6oz,5.29,57,301.53,0,0,706,No,No
2024-04-14,Walmart,Midwest,Competitor A,Mix 10oz,6.89,88,606.32,1,0,713,Yes,No
2024-04-14,Walmart,Midwest,Competitor A,Caramel 10oz,8.49,45,382.05,0,0,670,No,No
2024-04-14,Walmart,Midwest,Competitor A,Cheddar 10oz,8.79,49,430.71,0,0,687,No,No
2024-04-14,Walmart,Midwest,Competitor A,Variety 12pk,18.99,25,474.75,0,0,675,No,No
2024-04-14,Walmart,Midwest,Competitor B,Cheddar 6oz,5.49,23,126.27,0,0,440,No,No
2024-04-14,Walmart,Midwest,Competitor B,Caramel 6oz,5.29,21,111.09,0,0,413,No,No
2024-04-14,Walmart,Midwest,Competitor B,Mix 10oz,8.99,21,188.79,0,0,419,No,No
2024-04-14,Walmart,Midwest,Competitor B,Caramel 10oz,8.49,27,229.23,0,1,421,No,Yes
2024-04-14,Walmart,Midwest,Competitor B,Cheddar 10oz,8.79,18,158.22,0,0,415,No,No
2024-04-14,Walmart,Midwest,Competitor B,Variety 12pk,18.99,12,227.88,0,0,419,No,No
2024-04-14,Walmart,Northeast,Garrett,Cheddar 6oz,5.49,23,126.27,0,0,339,No,No
2024-04-14,Walmart,Northeast,Garrett,Caramel 6oz,5.29,17,89.93,0,0,353,No,No
2024-04-14,Walmart,Northeast,Garrett,Mix 10oz,7.9,25,197.5,1,0,349,Yes,No
2024-04-14,Walmart,Northeast,Garrett,Caramel 10oz,7.45,19,141.55,1,0,351,Yes,No
2024-04-14,Walmart,Northeast,Garrett,Cheddar 10oz,8.79,14,123.06,0,0,359,No,No
2024-04-14,Walmart,Northeast,Garrett,Variety 12pk,18.99,10,189.9,0,0,357,No,No
2024-04-14,Walmart,Northeast,Competitor A,Cheddar 6oz,5.49,48,263.52,0,1,707,No,Yes
2024-04-14,Walmart,Northeast,Competitor A,Caramel 6oz,5.29,35,185.15,0,0,685,No,No
2024-04-14,Walmart,Northeast,Competitor A,Mix 10oz,8.99,52,467.48,0,0,672,No,No
2024-04-14,Walmart,Northeast,Competitor A,Caramel 10oz,7.41,52,385.32,1,0,704,Yes,No
